review_id,review,rating_score,date
2138,"It's hard to go wrong in New Orleans! We enjoyed the festive atmosphere and good food. Service was positive. Food good... and good in New Orleans is better than ""great"" in most places! This location is near the famous and chaotic Bourbon St. Great location for lunch or dinner, but unless you plan on partying (especially Thursday's and Fridays) I'd plan on lunch. It gets loud and surrounded by various levels of inebriated people around 2-3pm; progressively becoming more and more ""party.""",4,2017-03-10
2139,"Let me tell you! The food is so excellent here I am planing our next visit! This food is slap yo mama good! If you come to New Orleans and don't visit, you have missed out on a scrumptious experience! My husband had the redfish with a side of red beans and rice and a house salad. I had a catfish Po boy with a side of red beans and rice as well.. Both meals were very good! We finished our meal off with bread pudding. The bread pudding was better than my grandma's y'all.. so good we literally were scraping the plate! Our waiter Marlon gave us recommendations and was very attentive!

Thank God we have to walk back to the hotel to walk off this delicious food!",5,2018-06-25
2140,"Let's just start off by saying that my boyfriend and I left Oceana Grill super satisfied! The service was fast, precise and pleasant. Our waiter was very attentive and the food was out almost immediately. We skipped on appetizers and ordered drinks. The Swamp Tea, Bahama Mama and Root Beer did not disappoint. We could taste the liquor, which is a big plus considering some restaurants fail to provide good cocktails. For dinner, my boyfriend ordered the Fried Seafood Platter with a side of cole slaw and collard greens. I ordered the ""Knife and Fork"" B.B.Q ribs with the same sides. Our food was hot and delicious!! The collard greens were soooo yummy, the ribs were deliciously saucy and the seafood platter came with dipping sauces that were out of this world! For dessert, we ordered the La Boheme Creme Brule and Chocolate Kahlua Mousse. Everything tasted great! 

We were then handed the check along with a survey/questionnaire card that my boyfriend filled out. He had some ideas for their sauces! The food was great and I am pleased with their services. This restaurant is nothing like Red Lobster or Joes Crab Shack. Those restaurants lack flavor, portions and quality in their food. Oceana provides 100% deliciousness! 

I would give them five stars but the table napkins were dirty and that's a big no-no.",4,2016-01-26
2141,I had the shrimp platter the first time. Great batter on the shrimp and a seemingly never ending portion. Slaw - great. Fries - crispy. Try a Nola Blonde beer to wash it down. But what brought me back was the red beans and rice! Really to die for!!,5,2015-11-17
2142,"Wooooooooooooow

When people told me nwlins is known for food this was the place they were talking about 

First time having gator - OH EM GEE
blackened & fried both PERFECT

first time having jambalya
Got the cajun jambalya pasta - HUBA HUBA
I have never tasted anything like it, i had to take a moment bc how did i live all these years without it lmao.

Sn: my bf is allergic to seafood & everything not seafood has crawfiah sauce, or they cant substitute the shrimp in others. He still loved the gator and alfredo tho",5,2018-04-22
2143,"Food was awesome! We ordered for delivery to our hotel. It took them an hour and a half, which they tell you. However, they didn't deliver some parts of our order which sucked. Otherwise, good food.",4,2017-01-08
2144,"The Jazzy crab cakes was one of a kind, but wasn't fulfilling. The oysters were small too..",3,2015-05-07
2145,"This place was amazing! Fun atmosphere but the food was even better. Everyone's dish was delicious. 
Steak!  Taste of New Orleans (jambalaya) ! Seafood Platter was fried and delicious! The best part were these oysters. Our waiter was able to do half and half of their best oysters! Highly recommend. Wish i would have taken more pictures.",5,2018-08-17
2146,"Had an amazing lunch of crab cakes, shrimp and blackened oysters. Everything was amazing, delicious, and timely!! Thank you to Whitney for being an wonderful server!",5,2018-01-04
2147,"Great casual dining! 
Laid back atmosphere with delicious seafood.  Went with a group of 8 on a holiday weekend and only waited about 20 minutes.
Food: 
1. Chargrilled oysters both Rockafeller and Parmesan cream (house special) were delicious.  Definitely heavy with all the cream but sooo good we got a 2nd order.  
2. Crab cakes are a must. Lots of luscious crab without much filler and the crawfish sauce on top was divine.
3. Fried Seafood platter - if you've never had fried oysters this is the place to get it.  The batter is perfectly crispy with just the right amount of spice. 
I didn't order and entree because my focus was on the oysters and fried foods but my friends that did said that everything was equally delicious.
Bottom line: if you was good Cajun seafood that's reasonably priced with a casual atmosphere this is it.",4,2018-02-20
2148,The food was just okay. I think we both got snapper topped with something. The toppings were barely there and everything needed salt.,3,2017-03-11
2149,"This place is everything! Great service, friendly and smiling faces, and AMAZING FOOD! I can not stress to you how good the food was! Huge portions so you can share and it's reasonably priced! Will definitely be back!",5,2015-10-31
2150,Great blackened ribeye and husband bragged on the blackened redfish.  Sides were flavorful as well.  Next trip we will come back! PS:  Jessica is a fantastic waitress.,5,2018-06-15
2151,"Great alligator appetizer!!! Drinks are amazing, I recommend getting the to go cup! Each person in our party ordered something different and it was all amazing! Staff was very friendly and accommodating.",5,2017-12-11
2152,Amazing place to eat. Garrett was a great server! I would come back for sure. Short wait great food and the staff is amazing!,5,2015-10-03
2153,"Located right near Bourbon. Only had to wait a few minutes and the experience was excellent. Our server was super quick, helpful and nice. I ordered a Dixie beer and the catfish platter. My meal was $21 and the platter was huge. Food was amazing. Definitely stop by.",5,2016-01-01
2154,"I actually ended up going here because all of the places I had wanted to go had super long waits. After eating here I am so glad that my original plan and backup plan fell through!

The crab cakes were divine and for some unknown reason the alfredo was the best I've ever had.

I remember getting a lot of bang for my buck, feeling very full upon leaving.

We had great service and the decor/atmosphere was fun but not too kitschy.

I will definitely come back here when I make it back to New Orleans",5,2011-02-05
2155,I don't think I would recommend a friend. Food taste average. Cocktails are very diluted. Low alcohol content. Overall disappointing .,2,2016-11-06
2156,"Long lines, but not sure it's worth the hype. Deanies had better gumbo and etouffee. The banana foster was very...supermarket. The crab cake I can see people liking, but was just very sauce-slathered and heavy.",3,2016-03-23
2157,"We were advised by a local to try this place out while we were in NOLA. 

Me and my fiancé went here for breakfast and sat outside in the lil courtyard. It was nice! My fiancé just got the country breakfast which was like a regular breakfast entree. I got an omelet with Tasso ham, cheese, mushrooms, peppers, onions and it was SUPER GOOD!! It came with hash browns which were really good and different. I guess it was like a different texture. Not crispy and not soggy either. I have never had Tasso ham before and it made the omelet taste so freakin good. If I ever go back to NOLA I will definitely stop by here again.",4,2014-04-10
2158,Jamal was amazing he made sure that all our needs were met being that we are newbies to new Orleans. The food at Oceana was delicious I wasn't let down. Must go,5,2017-02-26
2159,"We came here for lunch yesterday and breakfast today. The lunch yesterday was very good. I ordered the crab cakes and the sauce definitely complemented the cakes. But.....this places breakfast is OUT OF THIS WORLD. My boyfriend and I decided to try 2 different things: the vegetarian eggs (without mushrooms) and the French toast. Let me tell you, everything was phenomenal. Just try it, I can't describe it.",5,2015-12-28
2160,"Good but not great...especially in comparison to the surrounding restaurants in town. We did enjoy the window view but we had to request it after being sat in an a sea of empty tables which seemed to annoy the hostess (it was even before the dinner rush on a Thursday). Good was average, but the building was lovely.",3,2015-05-09
2161,"We had the trio and it was great! The staff is incredible and luckily the wait time wasn't too bad! The restaurant is freezing because the staff is running around like crazy and probably dying of heat stoke pleasing their customers, so no matter how hot it is outside I suggest bringing a light sweater or jacket",5,2016-08-01
2162,Crab cakes were amazing! The hurricane was good. The taste of New Orleans was also yummy! Would recommend this to others,4,2015-11-03
2163,"Great food, even better service. Rod did a great job of breaking down the menu for us and made some great suggestions. Crab cakes and gator tails got us ready for the Taste of Luisiana. The creme bruille was amazing. Not to sweet, perfect way to finish our meal",5,2016-02-08
2164,This place was good. Errol our service was great though! I only tried the gumbo and gator tails. Gumbo was good not amazing but the gator tails were really yummy!,4,2014-10-22
2165,"The service was awesome. Very friendly and inviting. I had the St. Francis crepe. IT'S HUGE!  I still haven't had anything in these New Orleans restaurants that have been mind-blowing, but I'll keep searching!",3,2017-02-05
2166,"OH MY GOODNESS

I just want to thank my mom for giving birth to me just because it blessed me with the chance to eat at this place. 
Seriously, so good. My husband and I went to another restaurant first and the service was terrible (luckily) so we stumbled (literally) upon this place. The guy handed menus to us at the door was nice so I said ""thank you"" and he said ""after you eat here you'll be thanking me again"" and he was so right.
I got the chicken Alfredo and had them make it blackened chicken and I got a double hurricane to drink ($15 for the double) my husband got the catfish platter and a double blood marry.
The chicken alfredo was honestly the best food I've ever had in my life. You know when food is so good that you have audible sighs of pleasure with every bite? Yeah, that was both of us. Our table was almost rated R. 
With our meals, and two $15 drinks our total was $76. Well worth it.
Oh and we went on a Saturday the weekend before actual Mardi Gras at about 7. No wait and our food was there in probably 10 minutes. Wow.",5,2018-02-06
2167,"I tried Oceana for the first time a couple of weeks ago when my parents were in town.  This was the choice because everyone was hungry, but no one had the energy to walk somewhere to get dinner.  

My complaint about this place is the prices.  We ordered 3 po boys and 1 red beans and rice with sausage and it came it a little over $60.  

With that price why would I ever give this place 4 stars?  Frankly the food was good.  My parents both chose blackened meats which they loved the taste of.  This was especially important because my dad has high cholesterol and was trying not to eat fried food which we know is a tall order in NOLA.  My red beans was very flavorful, and there was enough for me to eat for two days.  Best of all, it was delivered strait to their hotel room so everyone was happy, full and comfortable at the end of the night.",4,2012-06-13
2168,"Our last night in the Quarter, and we should have been walking Bourbon Street, but we just didn't feel like it so we ordered out.  We got the name of this place from the desk, and thought we'd give it a try.  

I do not know if they are always this fast, but on this night, they were really fast.  It seemed like less than 15 minutes from the time we placed our order until they were knocking at the door.  The food, itself, was pretty good, too. 

We loved the vegetarian section of the menu, and ordered the Spinach Ravioli at $15.50, and the Cajun Vegetarian Stew a $13.00.  We also ordered one, Caesar Salad for $5.50  Everything was pretty good, but not great.  

You can get the Ravioli in your choice of Alfredo Sauce, Marinara, or Oceana Cream Sauce.  We opted for the marinara, but it was unlike any marinara we ever had.  It wasn't really red.  It was more like a red/brown gravy.  Nonetheless, the flavor was good, as was the texture and flavor of the raviolis.  

The gravy for the Cajun Vegetarian Stew looked very similar to the marinara for the ravioli, but the taste was very different.  I actually like the stew better than the ravioli.  It was pretty much the way it was described in the menu, as was the Caesar Salad.  

Of the three, the salad was the best value.  The portion sizes on the entrees seemed a bit small for the price.  The salad was about right, and about what we've come to expect.  

If I had to do it all over again, I would order from this place.  There is a great variety on the menu, and the speed of delivery was amazing.  If you just don't feel like going out, this is a good option, and it really was worth it to us to pay a little extra.  Speaking of paying extra, there is a small delivery charge, but we were not charged that.  We did tip the delivery person, but not at the same rate we would tip a waiter or waitress.",4,2014-03-25
2169,Tough and overcooked gator. Over breaded crabcakes but crawfish sauce was good. Softshell crabs were good. BBQ shrimp was regular. The raw oysters were some of the best Ive ever had.,2,2017-03-01
2170,"I saw this place on yelp and from the reviews, I thought I could find my mum some authentic good (and unhealthy) creole/cajun food. I was happy to see they also had a few vegetarian options which is rare for a city like New Orleans. So I couldn't get a reservation beforehand but we didn't have to wait that long (we got there at 6:30 and waited for around 15 minutes).

The vibe inside is really great and relaxed. Our waiter was very accommodating and understanding of my ""dietary restrictions"". He recommended the cajun veggie stew for me without butter or cheese. Since my mum's a huge seafood lover, she got two types of oysters as an appetizer and the catfish special with blackened catfish, fried crawfish and jambalaya rice. My stew also came with rice and was really rich and delicious. I loved that it was spicy too. My mum said her oysters were especially good and the catfish was done really nicely too. I just wish my slice of bread was toasted instead of really soft and flimsy.",4,2015-08-17
2171,I love this place. The staff is super friendly especially the great amazing bar tenders. They went over the menu with me and the food came very quickly. I even came back 2 nights later. This is the best place to stop and eat when you're on bourbon street. Meagan L took care of me and Chantay was amazing and helpful the next night I came. I love this place,5,2017-08-25
2172,"This place was on Kitchen Nightmares but we didn't have any nightmares.. the staff were very friendly, the food was really good. Reasonable prices(poboys $11-15) and big portions! It was extremely cold in the restaurant that's why the lack of the fifth star.",4,2017-05-09
2173,This place was pretty good! Didn't have to wait too long on New Year's Eve for dinner which was great. We tried the gator which was surprisingly good. Catfish was alright.,4,2015-02-26
2174,"Big portions! Ordered the catfish with mashed potatos and collard greens.omg, it was a huge portion! Definitely order this if you are looking to cut the carbs and watch the calories. I could only eat half the plate and i eat alot. Bf ordered the fried catfish. Hes a big football player size and he couldnt finish his plate, either. 
Saved room for the bread pudding and the pecan pie which were both sweet as hell and small.",4,2016-04-08
2175,"Excellent service and delicious meals. They definitely pour a good drink, as well. This was the only place we visited twice on our trip. During our time is there we enjoy the crabcakes,, seafood platter, and share the chocolate mousse cake. Everything was absolutely amazing!",5,2016-02-29
2176,"The Oceana came highly recommended from the hotel staff and did not disappoint. We started our meal with some tasty char broiled oysters covered in sauce and cheese. We then shared a shrimp platter, a bowl of gumbo and a piece of pecan pie.  Excellent all around.  Our server, Brad, was attentive and contributed to the quality of our dining experience.",5,2015-01-28
2177,"I went here today. Minimal wait time. We ordered the Crabcake appetizer, Jambalaya pasta and Mardi gras pasta. The crabcake was a disappointment but the two pastas were good. They honestly tasted similar so you can pick either or.",4,2017-06-23
2178,"It was our first time in New Orleans and we got off the plane and we were starving! So we walked down Bourbon Street until we came upon this wonderful place. There were maybe 8 people ahead of us in line, but we only waited 10 minutes at the most. All staff were very friendly!

We had the gator bites - half fried, half blackened. They were pretty good! I personally liked the fried ones over the blackened ones, though. We had a couple of adult beverages which were pretty strong. And, as with probably anywhere in NOLA, you can get them in a to-go cup and finish it on the street.

I had a bowl of gumbo, which had lots of shrimp and even half a crab! Not spicy at all and came with two slices of bread. But, this is where I fell in love with crawfish étouffée! My husband had the NO sampler, which had red beans/rice/sausage, crawfish étouffée, and jambalaya. All were very delicious but the étouffée won, hands down. So freaking good that I immediately Yelped Cajun/Creole restaurants back home so that I can have some when we get back!",5,2015-06-05
2179,"I heard this was the place to eat.  We were there with a large group and the food was good, the service on top of their game and the ambiance decent enough too.  That being said there was no ""wow"" factor for me.  It was my first time eating fried gator and that was an experience as was the redfish I ate but nothing stands out.  For dessert I had chocolate mousse of some kind with no complaints but again, nothing to rave over either.  Perhaps I was expecting too much after everything I had heard prior.  Either way it was good food, not great.",4,2016-10-11
2180,"Great atmosphere, food an servers. Grits were the best I've ever had, light fluffy and creamy. Our server Bridget was fantastic.",5,2016-09-10
2181,Superb service and amazing food. Highly recommend. The raw oysters were super fresh and the shrimp and catfish platter was straight awesome. We will be going back before we end this trip.,5,2018-09-12
2182,"This restaurant is great the waiters are so friendly which is absolutely a plus. Love the southern hospitality in the south it always amazes me. Anyway, I ended up getting the shrimp fettuccine which was sooooooooo good. This restaurant is a must try. The prices are sort of reasonable",4,2016-02-09
2183,"we just had the BEST experience! we're staying at a hotel so we ordered our food on yelp to be delivered. the food arrived sooner than the estimated time. everything came perfect, they took extra care to wrap up the pasta and a cup of iced tea so it didn't spill. the guy who delivered came into our room, unpacked everything, and laid it all out for us. he was so awesome and it was obvious that he took a lot of pride in his job. now for the food.. seriously amazing!!! fried alligator bites, crab cake pasta, shrimp poboy, and even my son's cheeseburger were all so freaking good. we will definitely be returning customers.",5,2016-09-03
2184,"Out in New Orleans for the first time for my wife's family reunion, walking through bourbon street, we saw a long line for this restaurant and decided to visit the next day.
If you are looking for true authentic New Orleans cooking, look no more, the food was OUTSTANDING and our experience was even better thanks to our awesome server Errol! He was truly amazing and very knowledgeable about all the food and everything he recommended exceeded our expectations. My family are in town for two more days and we will be going back before we leave, must go to restaurant in New Orleans!!!",5,2016-07-11
2185,"Brought some out of town friends here for their last night in town. They wanted to go to bourbon street and have a few Hand Grenades after they had a local meal. Oceana got bonus points for being open late. Everything we had was good. Steak, crab cakes, shrimp creole, chargrilled oysters , and mixed drinks. I've had better chargrilled oysters but not complaining. And our server was great too!",3,2017-01-12
2186,"I give this place three stars because it took a long time to get our food and even to just place our order. 
The food was yummy, the service polite.",3,2018-03-18
2187,"Amazing food! Great service!!! Thanks Errol, you are great!! We will definitely be back!",5,2016-09-09
2188,The fried seafood platter was HUGE! Good location and good prices. I'm giving it a four star to the wait time was overdue.,4,2018-03-31
2189,"Best grilled oysters on the planet!!!! I just had lunch there with my girlfriend. I lived in NOLA during gradschool more years ago than I care to remember or admit and I've heard of Oceana Grill but this was my 1st visit. We went there looking for blackened alligator  (my g.f. is from N.Y. and wanted to have some while we were in town and Oceana Grill was listed as one of the 10 best places for alligator in NOLA when I did a Google search.) We ordered the blackened alligator appetizer with extra remoulade and that certainly lived up to our expectations. Blackened alligator has always been my favorite preparation and theirs was tender and extremely flavorful. Just what we were looking for.  I also love oysters in just about any preparation and decided to order their Oceana Grill oysters because I didn't get to make it to the Oyster Festival this past weekend. Now, I have had grilled oysters from Drago's and Acme and a number of other places and until today Acme was always my favorite. But the cream sauce they put on theirs at Oceana blew us away!!! These are hands-down the best grilled oysters I have ever had. The oysters themselves had a delightful smokiness aside from the rich cream sauce that they slathered on top. The addition of the cream to the sauce thickens it and helps it to stay on the oyster instead of running all over the plate and they serve the oysters with plastic sporks so that you can make sure to get all the goodness out of the shell without having to embarrass yourself and your date by licking the shell right there at the table :-) but rest assured that had they not served the oysters with those much-needed sporks I would have gladly licked every square inch of those shells to get every drop of that delicious sauce. ;-) The wait staff was great, the runner that brought our food had a delightful personality and the management was also warm, friendly and attentive to everyone's needs. This is the best of what I remember about living in New Orleans and the people that make up this wonderful City. Give Oceana Grill a try if you haven't already or hurry back if you have. You won't be disappointed.",5,2018-06-04
2190,"I really really really like this place! It's touristy yes but it's the best touristy place on bourbon street! Or right off...

Beers are your standard ones, Bloody Mary strong, very prompt fast seating and service. Jamie greatest us right away and got us started with drinks and apps. Great recommendations, the shrimp was the best, gator pretty good but the sauce great!

Jaime was amazing, she took my dietary restrictions to account and gave me the toast duck, no backening and sos. So I knew it would be a tad bland but no it was great!!! I got the sautéed crawfish plain, yes!!! So good! She even took the colored greens back to get me broccoli, very sweet' 

I'll be recommending this to all my friends, when they travel here! Thank you",5,2016-04-29
2191,"Everyone at Oceana made us feel so welcome when we arrived for dinner. We walked right in, were escorted to our table upstairs. We arrived around 5:30 pm on a Wednesday and had no wait. The waiter was at our table quickly and we needed more time to look at the drink menu. We settled on beers but the tables around us that ordered cocktails had a dry ice smoke coming off of them. Pretty cool! We split an order of Crab cakes for appetizer. They were large, fresh, and the sauce was amazing. I ordered a half order of oysters and a Greek salad for my entree, my husband ordered the grilled ahi tuna, and we were both very pleased with our meal! I wished we had room for dessert!!",5,2018-06-29
2192,"TOURIST TRAP ALERT! Shit expensive for not that much food. Lowkey the photos look like a lot but it's hard for me to justify $20+ for pasta with not that much crawfish lol 

A local warned us and gave us some great ideas but we were struggling on what to get so we stuck with it 

The food is good 

Ribs are actually pretty great-- but if you don't mess up the ribs, they all ribs are pretty great! If you want to share get the full rack it turns out a little cheaper 

Atmosphere is kitschy quirky which makes it all work

It's a cool vibe but you can def skip it on the must see places and just go to a place with more food and less expensive",3,2018-03-31
2193,Excellent food and service. A great atmosphere and one of the most friendliest places I have come across. My waitress Pamela was funny and charismatic.,5,2017-03-20
2194,"Six words: Pricey entrees, two crabcakes in appetizer

This restaurant came recommended by the front desk at the hotel I was staying at. While I don't exactly regret going here, it wasn't exactly what I wanted. The food is on the more expensive side, but it's off of Bourbon Street so I guess they can charge a premium. We had to wait outside the restaurant for a little before being able to go in. At first we thought the restaurant was mostly empty, but it turns out this restaurant is multi-levels and takes up most of the block. 

When we were finally seated we decided to order an appetizer. We went for the crab cakes. They were good but there were only 2 crab cakes for $14. They were large but I was expecting more of them for the price. But we enjoyed them, so I can't complain too much. 

For my entree, I ended up with the Redfish Oceana - their signature dish. Sauteed redfish topped with crawfish mushroom cream sauce served with roasted garlic potatoes and sauteed vegetables. It was really good but at $20, I found it less than exemplary. My friends went with the Blackened Bayou Duck and the Blackened Catfish. I found those entrees much more flavorful and delicious. 

Overall, it was an okay restaurant. It wasn't some place I'm dying to go back to but it's a good meal.",4,2015-11-29
2195,"This place is amazing. Best ribs. Australian BBQ sauce tasting, banging scenery. Definitely the spot for mad eats.",5,2013-09-13
2196,"We didn't know what to eat for breakfast and a couple recommended Oceana. I am glad we bumped into them. It was delish.  I had the crawfish omelette.  So good! My sister had the seafood omelette.  She didn't leave anything leftover either. My other sister had the St. James Crepe. It was HUGE and delish also. Coffee was great too. Food was pricey but thats nothing new for the french quarter. Definitely recommend this place. Jerleen, our waitress, was friendly and gave us great service.",5,2016-02-20
2197,"The food & price is not worth the wait. I can understand waiting in line for 20 minutes, but waiting at your table just to get water and to order your food for over an hour when it's not even busy and a Tuesday night. The tables next to us got their water the minute they sit down when we had already been waiting for 45 minutes before asking a manager. Never again. Don't waste your money.",1,2016-03-15
2198,The food and service were both okay. I ordered the blackened catfish poboy. At first it looked burnt but it turned out to be very salty. The waiter was friendly and prompt. Overall it is a decent restaurant.,3,2017-11-27
2199,"we've been to a few place in New Orleans and tried Oceana after we needed seating for ten and didn't get too town till late, after all our other trusted favorites were closed.  so glad we picked Oceana. the servers were all great and very friendly, food was very good and the oyster Rockefeller were best we've had! ( I could eat that sauce over the top with toasted bread for days!!)

we'll certainly return!  atmosphere was great and less crowded seating than many. Would love to just come sit at the bar as well for a appetizer and oysters! 

a must try!!",5,2016-09-13
2200,Delicious blackened redfish & fried catfish poboy! Add some fried crawfish tails too! The appetizer oysters were really good too!,5,2015-03-16
2201,"Perhaps the food is good if they ever delivered. After 2.5 hours, no luck. Go in person, maybe you'll have better luck, but avoid them for delivery.

Edit: delivery arrived 3 hours after order. Food was refused.",1,2017-05-30
2202,"This place was amazing, Gordan Ramsay sure as hell mustve turned this place around. I had the Crawfish Fettucini and it was phenomenal.",5,2016-03-02
2203,Food was great service was ok. We ordered 2 appetizers and only one came out. After we had been served our meal waiter came around with 2nd app and when we told him we no longer wanted it he had somewhat of an attitude. Ha jokes on him that action cost him on his tip. I hope he remembers a bad attitude will get you 5%.,4,2016-06-04
2204,"This was the first restaurant we went to when we arrived! We noticed that it wasn't super crowded, but we didn't pay any mind because it was raining pretty heavily. Our waiter was very attentive and nice. He recommended certain dishes and delivered that famous ""Southern Hospitality."" We got a half order of oysters, and I got Shrimp Creole. The Oysters were very good, but I could taste that fishy taste after a while. The Shrimp Creole was pretty good, but very simple. I also had a Rajun Cajun Bloody Mary, which was great. Everything, overall, was very pleasant....until I got food poisoning. I was up all night at the hospital and let's just say that I couldn't really eat any other seafood the rest of my visit. That was one of the grossest nights ever! I would skip this place if you have a sensitive stomach.",2,2017-09-02
2205,"This is probably the worse place in town... Me and a friend were flying from Boston to have fun in New Orleans, our first foodie stop was at Oceana Grill because we heard good things about it.. I ordered as an appetizer the Gator tail bites which was great as well as our waitress who was really attentive.. For our main courses, I ordered the Catfish platter which was okay; nothing special.. My friend ordered the Vegetarian pasta and it was extremely greasy.. But the worst part is coming! She had food poisoning.. We spend our day at the hotel because of how sick she got. What a way to start my vacations. I don't recommend this restaurant AT ALL!",1,2018-09-23
2206,Great food & great service. Errol was wonderful. The staff was really very friendly. The po boys were awesome!,5,2016-08-09
2207,"Coming from the Pacific time zone does crazy things to your inner food clock... Spouse and I walked out of our FQ hotel at noon ravenous  for BREAKFAST.  Something with eggs and refillable cups of good coffee.  Not that easy to find in the Quarter at noon!     Happened to stroll by Oceana,, checked out their posted menu, and took a chance.  Very glad we did.

Pluses (this is for breakfast, remember) --

Serves breakfast menu until 1 p.m,
Excellent chicory coffee in big mugs
Friendly and efficient staff
Lots of customers, but not noisy
Wonderful seafood omelets brimming with huge, juicy shrimp, very tasty, 
   even better with an added sprinkle of Louisiana hot sauce
Great biscuit and good fried potatoes with the omelets

Minuses -- 

None major.  We had to ask for butter for the biscuits and when it came, it was in 
     those teeny plastic containers  that are impossible to open.  Places that do this
      always make me wonder:  is providing a decent size serving of condiments 
      so hard?  Ditto with the jelly packet, BTW.  A tub of butter and a jar of good jam,
      I'd have given a fifth star.",4,2013-04-25
2208,"I am in New Orleans on business. My first night I ordered the Sampler for delivery and enjoyed it so much I ordered again the second night. The meal arrived and ticket was right - Crawfish Etouffe with a side of Soft Shell Crab. When I unpacked the food I found a container of Gumbo with a cold Fried Seafood Dinner. I am allergic to Oysters and the dinner delivered had plenty of those. The restaurant refused to either replace the delivery with what I ordered or to refund my money. When the situation was explained to GrubHub they processed a refund. So my experience is fifty fifty with a great meal the first night and cold fried food that did not order the second. Mistakes happen - I understand that, but when one does I expect the restaurant to fix their error. Thankfully GrubHub has great customer support and I was taken care of when the management of Oceana Grill was unwilling to fix their own mistake. A picture is attached of what I received and of my ticket- obviously two very different items.",2,2018-07-31
2209,"I took my husband to New Orleans for his bday weekend and Oceana was our first restaurant we went to for dinner. The food was amazing !!! We had the raw oysters and gumbo for starters, my husband had the red fish etoufee and I AJ's the crab cake dinner ...  he still can't stop talking about how good the food was. ""Kim""our waitress was amazing !!! Ask for her if you ever goto Oceana",5,2018-06-25
2210,"The line for this place is generally really really long BUT to my surprise they DELIVER yes DELIVER to anywhere in the French Quarter...

The food: I ordered the pancake breakfast with sausage and a side of fresh strawberries and hash browns. The pancakes are huge and nice and a fluffy. There really is enough to share between 2 people. The sausage is mediocre BUT THOSE HASH BROWNS BABY..... those are theeeeeee best! made with bell pepper and onion and some kinda fabulous seasoning mmmmm mmmmm mmmmm.

The service: our Server was fantastic. She gave us tips of what to order and how to put certain items together. (some of us ordered omelets and lunch items). She was patient and checked on us regularly. Really everyone there was very polite and helpful.

The ambiance: Typical restaurant feel. Nothing special or extra fancy about the inside. But all looks well kept and clean.

Pricing: very fair on the pricing, I think my whole breakfast came to around $15.",4,2015-07-09
2211,"Service was friendly and quick. Food was amazing!! We had bbq shrimp, redfish, and catfish with etouffe. All excellent.",5,2018-03-30
2212,"Nice place, nice food and good service. The only problem was when the bill came and we realized the prices on the bill and the menu were different! Almost everything on the bill were at least $1-$3 more expensive than showed on the menu. We asked our server and she said the prices were automated by the computer and that maybe we were given a wrong version of the menu. However, she did tell the manager about it and our bill was reduced to the prices shown on the menu. So lesson learned, check your bill before you pay it!",3,2015-03-17
2213,I am giving oceana 3 stars because the food just wasn't that great.  The crab cakes were hard and had too much breading.  The barbq shrimp were bleh.  And the chargrilled oysters have wayyyyy too much sauce on them.  My wife ordered a drink and didn't get it until the end of our meal.,3,2016-04-05
2214,I love this place. The Food was amazing!!!  The hubby and I had the crab cakes!! Yummy in my tummy!! We also had the pasta. Brad was an excellent server and everyone who worked there had a smile on their faces. I will be back!!!,5,2014-10-27
2215,"I don't know why this place has such raving reviews.... The food was lukewarm like it was just waiting in the back to be ordered. The taste wasn't spectacular and the platters left much to be desired. The only & I mean ONLY reason I didn't complain is because I have had a few friends who worked there and the servers get fired over bad comment cards... So I left and excellent comment card because my server , Errol, he was great & very attentive. He's the only reason they got any stars from me.!",2,2015-05-20
2216,Great food with a nice atmosphere. Our waitress was very friendly and happily answered our touristy questions about the food.,4,2013-12-24
2217,"Oceana refused to seat a party of one, so I will never try their food.  Instead, I went next door to the Copper Monkey where I was warmly welcomed and had a delicious shrimp po'boy!",1,2018-04-13
2218,Food was amazing. We had about a 30-45 min wait for a table but totally worth it for sure! If we ever go back we will def eat here !!,5,2017-03-21
2219,"Last time I was in NOLA, we stayed on Conti right near Oceana Grill.  

I am a strong believer in taking restaurant recommendations from Taxi drivers because it has never failed me.  My driver suggested Oceana for breakfast, so according to ""Maggie's Dogma"" we went to Oceana for breakfast!  

I ordered their Pain Perdu (northerner speak: French toast) and it was absolutely amazing. Not only was it made with French bread but they obviously cooked it on the same skillet as everything else.  This made it especially yummy because I got little traces of onion, sausage, and bacon on the French toast that gave the sweet breakfast another dimension.  In addition, the batter they used was flavorful enough that I didn't use any syrup on it.

My friend had the biscuits and gravy, which looked good to me regardless of the fact that I don't like gravy.  It had big chunks of sausage in the gravy instead of just being made from the fat of the sausage. 

Overall I would go back for breakfast, I cannot attest to any other meal.  But breakfast was uncommonly good.",4,2011-06-20
2220,"Flew in, checked into hotel and this was the first stop. This may be considered the TGIF's of the French Quarter but wasn't bad for our first NOLA experience. Yeah, yeah... the locals may bash this spot saying everything comes from Sysco restaurant supplies but oh well. At least they know how to execute. Food came out hot and we easily cleaned our plates as good foodies do! Drinks weren't all that special so I'd stick to beer to avoid the measured pours... plenty of other heavy handed bartenders in the French Quarter.",4,2017-10-17
